Actichem,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.actichem.org-725a69e2-927c-4292-ae4a-40c303f3bc44.html,,,
Actifs Précieux,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.actifs%20pr%C3%A9cieux.org-41829a27-fa93-40eb-ae65-53932586b000.html,,,
Active Concepts S.r.l,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.active%20concepts%20srl.org-d6e95a3e-2c7f-4591-9fbf-35c5c715d263.html,,,
Active Micro Technologies,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.active%20micro%20technologies.org-539a22f7-d3c6-4a40-b6c2-d5212ae1bde8.html,https://activemicrotechnologies.com/,info@activemicrotechnologies.com,+1 704 276 7086
Active Peptide Company,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.active%20peptide%20company%20.org-54f4b303-3cb7-44c0-ae2d-576379cc9eae.html,https://www.activepeptide.com/,info@activepeptide.com,617-2302722
Activen SA,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.activen%20sa.org-9941ec4c-d17a-40f5-bf26-e9ef17cf2688.html,https://www.activen-cosmetics.ch/,info@activen-cosmetics.ch,+41 793063260
Activon. Co. Ltd.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.activon%20co%20ltd.org-fcbddec8-57ee-4121-8231-d462542fc7c2.html,,,
ADARA,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.adara.org-3544c0c0-4582-4d32-bd57-b341b3bab4fa.html,https://www.adara.pl/ ; https://www.adara-france.com/,biuro@adara.pl,01 30 50 00 97
ADEKA Europe Gmbh,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.adeka%20europe%20gmbh.org-c6200392-12b5-4a22-883c-0dac31cf1a98.html,http://www.adeka-pcshowroom.eu/,info@adeka.eu,+492111792450
Advanced Development & Safety Laboratories Ltd ADSL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.advanced%20development%20%20safety%20laboratories%20ltd%20adsl.org-d2a131ed-da84-45bb-b48f-b03b4f1fe18d.html,https://www.adslaboratories.com,enquiries@adslaboratories.com,+44 (0) 1803 520 048
Advanced Dispersed Particles SL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.advanced%20dispersed%20particles%20sl.org-21e03d1b-4a37-477b-865d-83cceef62739.html,,,
"Advanced Organic Materials, S.A. - (AOM)",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.advanced%20organic%20materials%20sa%20-%20aom.org-526e65c2-0878-42bb-a613-1f2d9204bbf6.html,https://aom.company/,info@aom.company,+34925107361
"AE CHEMIE, INC.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ae%20chemie%20inc.org-27fd370f-b75c-4b66-9668-57291c23f0ed.html,https://aechemie.com,edarmamento@aechemie.com,+13105232888
AEGIS BEAUTY SOLUTIONS LIMITED,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aegis%20beauty%20solutions%20limited.org-40054c55-2035-4a32-95ef-0d7888cbab90.html,,,
Aethera Biotech Srl,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aethera%20biotech%20srl.org-477ea695-394a-43f1-8550-69cfd58bd822.html,https://www.aetherabiotech.it,info@aetherabiotech.it,+39 0444 419411
AGBV Nutrition GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agbv%20nutrition%20gmbh.org-433f296a-e45a-4874-b190-94d8d4d45e95.html,http://agbv-organic.com/,Marketing@agbv-organic.com,+49 172 7008 874
"AGC Si-Tech Co.,Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agc%20si-tech%20coltd.org-aca971bb-2bbf-4247-b7c8-b31eba5616ff.html,http://www.agc-sitech.com/en/,nobuaki.fukazawa@agc.com,+818058014171
Agrana Starke GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agrana%20starke%20gmbh.org-de106443-89f0-4cc0-b98d-41e532174df0.html,,,
AGRIMER,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agrimer.org-11a1410b-af3e-4451-89a8-0485cfe6bbef.html,https://www.agrimer.com,contact@agrimer.com,0298045411
Agro-Product Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agro-product%20ltd.org-607c82d9-5b76-4c52-94b3-45ac09b81331.html,https://rose-agroproduct.com/,info@rose-agroproduct.com,+359 898242045
agroCO2,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agroco2.org-c8e0c004-5118-41cd-a174-a279992f2918.html,https://agroco2.com/,info@agroco2.com,
AGROINDUSTRIAS OSHO,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.agroindustrias%20osho.org-5602b2f8-51b3-4e98-b562-38776e4b8e2c.html,,,
Aiglon SAS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aiglon%20sas.org-e241d0a5-dd70-43b0-b6f0-807d61aa9852.html,,,
AINIA,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ainia.org-f0810142-fed5-4c61-8d31-a9aadaca0941.html,http://www.ainia.es,cenguix@ainia.es,+34 96 136 60 90
AITEX,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aitex.org-bfd33353-fb5f-4dd2-a5b1-1fd812a8fd1b.html,https://www.aitex.es/cosmetica/,cosmetica@aitex.es,+34965542200
Ajinomoto OmniChem N.V.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ajinomoto%20omnichem%20nv.org-28c16c11-1e8f-47cd-81e1-75efd55fb613.html,https://www.ajiaminoscience.eu/personalcare/,ASD-Sales-SC@aoc.ajinomoto.com,+3210484122
Akema S.r.l.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.akema%20srl.org-51aae77e-00a7-4a0a-b76b-d307429cf105.html,https://www.akema.it,info@akema.it,+390541657077
Akott Evolution S.R.L.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.akott%20evolution%20srl.org-57be2438-a156-48bf-8c97-486d9ce0d63f.html,https://www.akott.com,akott@akott.com,+39067004269
Alban Muller,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alban%20muller.org-20fd0cdd-55a3-49b2-8f1d-9e2369adda98.html,https://www.crodapersonalcare.com/en-gb/our-brands/alban-muller,info@albanmuller.com,33237333080
Givaudan | Albert Vieille,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.givaudan%20%20albert%20vieille.org-65e72f0b-8a57-47e8-ac4a-9815dc750ce3.html,https://www.albertvieille.com,av_webmaster@givaudan.com,+33493641672
Aldivia,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aldivia.org-e1b05920-eb50-428f-95d8-b4a770af410b.html,,sales@aldivia.com,+33472666690
Alkaloids Private Limited,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alkaloids%20private%20limited.org-4d14f54f-bb27-4092-bdaf-df7421fe0dcf.html,http://www.alkaloidscorp.com/index.html,ruchika@alkaloids.in,
All Organic Treasures GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.all%20organic%20treasures%20gmbh.org-367e3ac5-46a2-41d6-a393-8aacac706cf0.html,,info@aot.de,+498370922800
ALLAND & ROBERT S.A,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alland%20%20robert%20sa.org-d3e012d5-efe8-4126-a0d5-cde2a887a811.html,,info@allandetrobert.fr,0033144592131
"Allplus (Thailand) Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.allplus%20thailand%20co%20ltd.org-abd3f169-0054-4897-a515-09051cac0919.html,,supportteam@yandm.co.th,(+66)2-853-9170
Aloe Jaumave SA de CV,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aloe%20jaumave%20sa%20de%20cv.org-0a31d99e-306c-455c-9464-68bf9cb87c9c.html,http://www.aloejaumave.com,info@aloejaumave.com,+528323360099
Aloe Oil & Butter,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aloe%20oil%20%20butter.org-81cd3cd6-0c64-4e09-8c07-d55f79a8ef59.html,,,
Alpol Cosmétique,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alpol%20cosm%C3%A9tique.org-d12efe3c-fc47-4eff-8003-821f805e7a14.html,https://alpol-cosmetique.com,contact@alpol.fr,+33474385100
āluān,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.%C4%81lu%C4%81n.org-018f42bf-429c-4f18-b1c5-6fb9187cc070.html,,,
AlUla Peregrina Trading,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alula%20peregrina%20trading.org-b11892d0-d2e5-4b8d-b915-a4b9059ef50c.html,https://www.alulaperegrina.com,contact@alulaperegrina.com,
Alzo International,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.alzo%20international.org-9adafc28-d0a4-4aec-9be6-248437ef1555.html,https://www.alzointernational.com/,info@alzousa.com,17322541901
AmazonOil  Industria e Comercio de Óleos Vegetais Eirelli,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amazonoil%20%20industria%20e%20comercio%20de%20%C3%B3leos%20vegetais%20eirelli.org-532c7154-cd1d-47f9-9223-0101cbc5c864.html,https://www.amazonoil.com.br/,amazonoil@amazonoil.com.br,+5591991442859
AMBASSADE INDONESIE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ambassade%20indonesie.org-adc121f9-eefa-43f6-86cc-a17211171f87.html,,,
"AMHWA BIOPHARM CO.,LTD.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amhwa%20biopharm%20coltd.org-d8db01d3-6db1-4a18-91cd-1346874f3200.html,http://www.amhwa.com,christine@awabiopharm.com,86-18660121047
AMI INGRÉDIENTS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ami%20ingr%C3%A9dients.org-cc6e28bf-3084-4afa-8e80-91a29f7968e6.html,http://ami-ingredients.fr,ami@ami-ingredients.fr,0247430606
AMIK Italia S.p.A.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amik%20italia%20spa.org-b5d0900d-b01a-464d-9f37-4ad02ef7d4fe.html,,,
amita health care,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amita%20health%20care.org-0ca0dd42-da3c-47ef-9d53-5fee3b4cd6ea.html,http://www.amitahc.com,info@amitahc.com,+34936250780
Amp Biotec srl - Advanced Medical Pharma,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amp%20biotec%20srl%20-%20advanced%20medical%20pharma.org-11999f44-dae1-48d6-bc3e-aa224146d074.html,http://www.ampbiotec.com,export@ampbiotec.com,+39 0824 1743560
AmphiStar,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.amphistar.org-1c9cca84-222e-4571-8b73-cf30bfd3b7f3.html,,,
"Anhui Huaheng Biotechnology Co.,Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.anhui%20huaheng%20biotechnology%20coltd.org-ff6fbbf1-562b-466f-84d5-17b60a2d9d57.html,http://www.huahengbio.com,andrew.w@ehuaheng.com,+86-551-65689170
"Anhui Tianyin Biotech Co.,Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.anhui%20tianyin%20biotech%20coltd.org-6401123e-7ed8-4a24-8a2f-32ee59c4eb24.html,http://www.ahtgk.com/,kingkong@ahtgk.com,+86 552 6588800
Apis Agro 98 Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.apis%20agro%2098%20ltd.org-66b0b3c3-df6c-4bde-9530-21c7716e1575.html,https://www.apisagro.bg/en/,sales@apisagro.bg,+359878999343
Apoena Biotech,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.apoena%20biotech.org-11ac59e8-efb1-418f-9723-21684cd0f15f.html,https://www.apoenabiotech.com.br/,contato@apoena.com.br,+ 55 (11) 99918-1915
APOTEC BAY Botanical Solutions,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.apotec%20bay%20botanical%20solutions.org-6ca94a52-0851-4b5b-a48f-1623027fb3f4.html,https://www.apotecbay.com,contactus@apotecbay.com,+201007054000
AQIA QUIMICA INOVATIVA LTDA.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aqia%20quimica%20inovativa%20ltda.org-8cb5691a-8d14-4dcf-aab3-5eba6a28399f.html,,,
Arbor Oils of Africa,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arbor%20oils%20of%20africa.org-ac2243ee-77a6-447d-ae5e-59566db0c121.html,https://www.oilsafrica.com/,info@oilsafrica.com,+254718240648
Arborea Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arborea%20ltd.org-6ad1e881-376c-4712-ac12-92017772657b.html,https://arborea.io,sales@arborea.io,+44 20 3807 3990
ARBORETUM INGREDIENTS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arboretum%20ingredients.org-cf161ecd-cb9b-4a00-8013-1141d8055add.html,https:// www.arboretum-ingredients.com/,contact@arboretum-ingredients.fr,0033679210611
Arcaea,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arcaea.org-b4132307-b66e-4426-82bd-bad14c766eb0.html,,,
Argeville,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.argeville.org-82117a84-a0b8-4934-86bf-70356e1550a1.html,http://www.argeville.com,communication@argeville.com,+33(0)492924343
Argile du Velay,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.argile%20du%20velay.org-57a0ab7b-620c-47ca-b356-26f6e57fecb7.html,,,
ARKEMA France,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arkema%20france.org-1ddf5c5d-7f12-421e-bca6-b2bf4ef09730.html,https://www.arkema.com/global/en/,lise.hascoet@arkema.com,+33149007107
Aromaholly Limited,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aromaholly%20limited.org-ebb50d6c-63b3-448a-83bf-9ed96acc053e.html,,,
Aropha Inc.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aropha%20inc.org-983bf38d-b859-404e-8848-36c591673c9d.html,https://www.aropha.com/,sales@aropha.com,+1 (440) 252-5235
Arşen Machinery,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ar%C5%9Fen%20machinery.org-8dd3b6c8-3d3b-4864-8eea-7800bcd2d077.html,,,
Arxada,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.arxada.org-b8f37319-e2ee-4b30-ab4e-65ef69cadd19.html,,,
"Ascension Medical Biotechnology Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ascension%20medical%20biotechnology%20co%20ltd.org-1becb6c1-0c7d-47ac-b79c-55d430c455cd.html,https://en.ambiotech.asia/,service@ambiotech.asia,+886-2-27906175
Ascot International,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ascot%20international.org-0c2759f7-a546-4c59-adb2-5ef0572a1a32.html,,,
"Assessa Industria, Comercio e Exportacao Ltda.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.assessa%20industria%20comercio%20e%20exportacao%20ltda.org-61b5aa9c-2747-4624-8210-3a8d2c04e0a7.html,,,
"ASTech Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.astech%20co%20ltd.org-5200f465-fc61-47aa-a75e-da67b1cef70d.html,https://www.astech.co.kr,wonhee.park@astech.co.kr,+82-31-739-5858
ATANOR 118,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.atanor%20118.org-39d02c4b-0f5a-48db-ad7f-e93b33641fa3.html,https://www.atanor118.es,info@atanor118.es,+34630500331
"Athena Corp Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.athena%20corp%20co%20ltd.org-37982dfa-be7a-48bf-9909-eeea4d4403d6.html,https://athena.co.th/,info@alphatechscience.com,+66 2313 3756-57
ATINA NATURAL INGREDIENTS,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.atina%20natural%20ingredients%20.org-0a05b384-49c1-4ee0-bd92-d970e497d292.html,http://www.atina.com.br,sales.int@atina.com.br,+ 55 (35) 2102 1650
Atlantia Clinical Trials,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.atlantia%20clinical%20trials.org-415d7594-9b5e-4fe5-917c-a794f2d23b12.html,,,
Atlas Material Testing Technology GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.atlas%20material%20testing%20technology%20gmbh.org-a4d649bd-50ff-47ee-8675-5a761742998a.html,,atlas.info@ametek.com,00496051707140
Atmosphaer Ltd.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.atmosphaer%20ltd.org-14bfe090-fefd-4338-b06b-c92027bba66a.html,https://atmosphaer.com/,enquiries@atmosphaer.com,00359884954949
Aughton Fragrances,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.aughton%20fragrances.org-8ba609ba-96d3-4935-905f-7b3b70182205.html,,,
Ayali Group Ltd,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.ayali%20group%20ltd.org-4de641ab-3278-4115-9896-915c382f5cf0.html,https://www.ayaligroup.com,office2@ayaligroup.com,+359 888  560 299
Azeco Cosmeceuticals,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.azeco%20cosmeceuticals.org-4b3b1608-0c07-4876-bef8-68bd500010ca.html,,,
Azelis,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.azelis.org-f5ed8632-ec6f-4ceb-b7ed-f0567fff47d3.html,https://www.azelis.com/en,,
"B&B Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bb%20co%20ltd.org-ebdf1812-0a6c-4dac-aec1-28b0c1bf8b42.html,http://www.bnbchem.com,jameslee@bnbchem.com,+82 70 4221 0845
B&D Trading LLC,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bd%20trading%20llc.org-ddd5294a-f985-410e-b85d-2bcba8adfca0.html,https://www.bndtrading.com,contact@bndtrading.com,+17814796885
Bachem,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bachem.org-482341a8-979b-49f9-b4a6-53e3b8c70fbb.html,https://www.bachem.com,sales.ch@bachem.com,+41585952021
Barentz International B.V.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.barentz%20international%20bv.org-dda95d2e-5043-4132-8f34-dc13f4dc4c56.html,,,
BAROSYL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.barosyl.org-de0db867-ebb7-4ac8-93b0-f0498fbb5d6d.html,http://www.barosyl.com,info@barosyl.com,+33 4 93 56 08 67
BASF Personal Care and Nutrition GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.basf%20personal%20care%20and%20nutrition%20gmbh.org-8af7ac9e-0bb5-485b-bd7a-11c7b04f00f3.html,https://www.carecreations.basf.com/,personal-care-eu@basf.com,
BCN PEPTIDES SA,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bcn%20peptides%20sa.org-fea2b0f4-20fe-49da-a81d-6de3a84ec1ef.html,,,
BDI-BioLife Science GmbH,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bdi-biolife%20science%20gmbh.org-6bcac640-7650-44c8-b7ee-34675c1e01af.html,http://bdi-biolifescience.com,office@bdi-biolifescience.com,+43 3332 32042 10
Beauty Cluster | Spain,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.beauty%20cluster%20%20spain.org-b76e610d-0c60-4cda-9823-b6b7d6a150ea.html,https://www.beautycluster.es,hello@beautycluster.es,+34650594344
"Beijing Kansenbio Technology.,Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.beijing%20kansenbio%20technologyltd.org-f481fdee-1027-4ee8-a062-87211ce750c1.html,https://www.kansen-bio.com,yulisheng@kansen-bio.com,（+86）010-60976620
"Beijing THTD Technology Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.beijing%20thtd%20technology%20co%20ltd.org-b990c9d9-9bcc-4184-8bfb-bce50f3b982d.html,http://www.thtdtech.com/,sales06@thtdtech.com,86-10-60273020
BELCHEM INDUSTRIES (INDIA) PVT. LTD.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.belchem%20industries%20india%20pvt%20ltd.org-d4fb052f-4e8b-4efb-bc24-30ca4bf64bee.html,https://www.belchem.com,sales@belchem.com,+91-22-24102278
"Beri Pharma Co., Ltd",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.beri%20pharma%20co%20ltd.org-3771dfca-a90c-49af-b732-f92a6f7996d2.html,,sales@zhberi.com,86-0756-7681695
Bettech Nano Solutions,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bettech%20nano%20solutions.org-3d084013-48d5-42e8-a679-ea0b2c90a4a4.html,https://nanosolutions.com.br/inicial-english/,nanosolutions@bettech.com.br,+55 11 93028-5101
Bicosome S.L.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bicosome%20sl.org-91bacf68-db74-487e-afdb-d1a0495e9ea2.html,http://www.bicosome.com,info@bicosome.com,+34 93 834 78 54
Bio Amandes,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bio%20amandes.org-bb8a2b12-df60-4863-8aef-ab53fe659550.html,,,
BIO BASIC EUROPE SRL,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bio%20basic%20europe%20srl.org-1db3d8bb-245e-4e63-b93f-e69951a6b172.html,,,
Bio Kasserine,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bio%20kasserine.org-56b24b48-7004-4eba-b1bc-442cf81df59e.html,,,
BIO MOLENEZ,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bio%20molenez.org-9fe4e194-04da-479b-800e-be29114657df.html,https://www.bio-molenez.com/,mael.lefoll@ocealys.com,0298052536
Laboratoire Nature d'orient,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.laboratoire%20nature%20dorient.org-c53e9d4e-8b4e-45e8-ace9-36be3cb4a39a.html,,,
LABORATOIRE BIO STRATEGE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.laboratoire%20bio%20stratege.org-bbe9146b-5d81-4464-9fb9-19e3608efcf7.html,https://www.biostratege.com,commercial@biostratege.com,+594594385849
BIO VALLEY TUNISIE,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bio%20valley%20tunisie.org-bc420525-f45f-4c87-82e1-b7866281b2a5.html,https://biovalley-tunisie.com,contact@biovalley-tunisie.com,+216 92 344 783
"Bioalkemia, LLC",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bioalkemia%20llc.org-c4bab463-9766-4df3-8c7d-cf59d0659994.html,https://www.bioalkemia.com,info@kimika.us,305-499-9572
BIOCOSMETHIC - Biolandes Group,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biocosmethic%20-%20biolandes%20group.org-698f08d4-d04a-4d10-967b-df459588cbf3.html,https://www.biocosmethic.com/,info@biocosmethic.com,+33130884918
Biogalenys,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biogalenys.org-148aabb3-9047-4c86-a3ec-8dd210cb99ff.html,http://www.biogalenys.com,pascal.svinareff@biogalenys.com,+33(0)674371719
Biogenics Inc.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biogenics%20inc.org-e8483075-4c97-48aa-9b97-500fee6df036.html,,,
"BIOGRÜNDL, S.L.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biogr%C3%BCndl%20sl.org-5447447d-ed94-4dda-806e-e7223cabc0e7.html,https://www.biogrundl.es/,info@biogrundl.es,+34 936 605 512
Bioingred Tech,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bioingred%20tech.org-3014a695-e0b6-44d0-bb34-4a456fa2e2ab.html,https://bioingred.co/,bioingred@tig.com.co,+57 3012413672
BIOLANDES,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biolandes.org-4a51af82-17c7-4a64-8796-5560e2871d8b.html,https://www.biolandes.com,marketing@biolandes.com,+33 (0)5 58 51 00 00
Biolea Naturals  - TR Oils Inc.,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biolea%20naturals%20%20-%20tr%20oils%20inc.org-bea089e6-a272-4bb4-bf40-82a7f74d38c5.html,https://www.bioleanaturals.com/,info@bioleanaturals.com,+90 242 325 7575
Biolie,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.biolie.org-7418f47f-e837-4db3-a6fc-4c167cee7b1b.html,,,
Bionap S.R.L,https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bionap%20srl.org-e6e7475e-4be1-40e0-88cf-ca6a19fd2f46.html,,,
"BIONEST Biochemical Technology Co., Ltd.",https://www.in-cosmetics.com/global/en-gb/exhibitor-details.bionest%20biochemical%20technology%20co%20ltd.org-c499c1bd-ede9-4af0-aa05-ad5f0d104d04.html,,,
